Val1,Val2
2462,42
2463,42
2464,42
2465,43
2466,43
2467,43
2468,43
2469,43
2470,43
2471,43
2472,43
2473,43
2474,43
2475,43
2476,43
2477,43
2478,43
2479,43
2480,43
2481,43
2482,43
2483,43
2484,43
2485,43
2486,43
2487,43
2488,43
2489,43
2490,43
2491,43
2492,43
2493,43
2494,43
2495,43
2496,43
2497,43
2498,43
2499,43
2500,43
2501,43
2502,43
2503,43
2504,43
2505,43
2506,43
2507,43
2508,43
2509,43
2510,43
2511,43
2512,43
2513,43
2514,43
2515,43
2516,43
2517,43
2518,43
2519,43
2520,43
2521,43
2522,43
2523,43
2524,43
2525,44
2526,44
2527,44
2528,44
2529,44
2530,44
2531,44
2532,44
2533,44
2534,44
2535,44
2536,44
2537,44
2538,44
2539,44
2540,44
2541,44
2542,44
2543,44
2544,44
2545,44
2546,44
2547,44
2548,44
2549,44
2550,44
2551,44
2552,44
2553,44
2554,44
2555,44
2556,44
2557,44
2558,44
2559,44
2560,44
2561,44
2562,44
2563,44
2564,44
2565,44
2566,44
2567,44
2568,44
2569,44
2570,44
2571,44
2572,44
2573,44
2574,44
2575,44
2576,44
2577,44
2578,44
2579,44
2580,44
2581,44
2582,44
2583,44
2584,44
2585,45
2586,45
2587,45
2588,45
2589,45
2590,45
2591,45
2592,45
2593,45
2594,45
2595,45
2596,45
2597,45
2598,45
2599,45
2600,45
2601,45
2602,45
2603,45
2604,45
2605,45
2606,45
2607,45
2608,45
2609,45
2610,45
2611,45
2612,45
2613,45
2614,45
2615,45
2616,45
2617,45
2618,45
2619,45
2620,45
2621,45
2622,45
2623,45
2624,45
2625,45
2626,45
2627,45
2628,45
2629,45
2630,45
2631,45
2632,45
2633,45
2634,45
2635,45
2636,45
2637,45
2638,45
2639,45
2640,45
2641,45
2642,45
2643,45
2644,45
2645,46
2646,46
2647,46
2648,46
2649,46
2650,46
2651,46
2652,46
2653,46
2654,46
2655,46
2656,46
2657,46
2658,46
2659,46
2660,46
2661,46
2662,46
2663,46
2664,46
2665,46
2666,46
2667,46
2668,46
2669,46
2670,46
2671,46
2672,46
2673,46
2674,46
2675,46
2676,46
2677,46
2678,46
2679,46
2680,46
2681,46
2682,46
2683,46
2684,46
2685,46
2686,46
2687,46
2688,46
2689,46
2690,46
2691,46
2692,46
2693,46
2694,46
2695,46
2696,46
2697,46
2698,46
2699,46
2700,46
2701,46
2702,46
2703,46
2704,46
2705,47
2706,47
2707,47
2708,47
2709,47
2710,47
2711,47
2712,47
2713,47
2714,47
2715,47
2716,47
2717,47
2718,47
2719,47
2720,47
2721,47
2722,47
2723,47
2724,47
2725,47
2726,47
2727,47
2728,47
2729,47
2730,47
2731,47
2732,47
2733,47
2734,47
2735,47
2736,47
2737,47
2738,47
2739,47
2740,47
2741,47
2742,47
2743,47
2744,47
2745,47
2746,47
2747,47
2748,47
2749,47
2750,47
2751,47
2752,47
2753,47
2754,47
2755,47
2756,47
2757,47
2758,47
2759,47
2760,47
2761,47
2762,47
2763,47
2764,47
2765,48
2766,48
2767,48
2768,48
2769,48
2770,48
2771,48
2772,48
2773,48
2774,48
2775,48
2776,48
2777,48
2778,48
2779,48
2780,48
2781,48
2782,48
2783,48
2784,48
2785,48
2786,48
2787,48
2788,48
2789,48
2790,48
2791,48
2792,48
2793,48
2794,48
2795,48
2796,48
2797,48
2798,48
2799,48
2800,48
2801,48
2802,48
2803,48
2804,48
2805,48
2806,48
2807,48
2808,48
2809,48
2810,48
2811,48
2812,48
2813,48
2814,48
2815,48
2816,48
2817,48
2818,48
2819,48
2820,48
2821,48
2822,48
2823,48
2824,48
2825,49
2826,49
2827,49
2828,49
2829,49
2830,49
2831,49
2832,49
2833,49
2834,49
2835,49
2836,49
2837,49
2838,49
2839,49
2840,49
2841,49
2842,49
2843,49
2844,49
2845,49
2846,49
2847,49
2848,49
2849,49
2850,49
2851,49
2852,49
2853,49
2854,49
2855,49
2856,49
2857,49
2858,49
2859,49
2860,49
2861,49
2862,49
2863,49
2864,49
2865,49
2866,49
2867,49
2868,49
2869,49
2870,49
2871,49
2872,49
2873,49
2874,49
2875,49
2876,49
2877,49
2878,49
2879,49
2880,49
2881,49
2882,49
2883,49
2884,49
2885,50
2886,50
2887,50
2888,50
2889,50
2890,50
2891,50
2892,50
2893,50
2894,50
2895,50
2896,50
2897,50
2898,50
2899,50
2900,50
2901,50
2902,50
2903,50
2904,50
2905,50
2906,50
2907,50
2908,50
2909,50
2910,50
2911,50
2912,50
2913,50
2914,50
2915,50
2916,50
2917,50
2918,50
2919,50
2920,50
2921,50
2922,50
2923,50
2924,50
2925,50
2926,50
2927,50
2928,50
2929,50
2930,50
2931,50
2932,50
2933,50
2934,50
2935,50
2936,50
2937,50
2938,50
2939,50
2940,50
2941,50
2942,50
2943,50
2944,50
2945,51
2946,51
2947,51
2948,51
2949,51
2950,51
2951,51
2952,51
2953,51
2954,51
2955,51
2956,51
2957,51
2958,51
2959,51
2960,51
2961,51
2962,51
2963,51
2964,51
2965,51
2966,51
2967,51
2968,51
2969,51
2970,51
2971,51
2972,51
2973,51
2974,51
2975,51
2976,51
2977,51
2978,51
2979,51
2980,51
2981,51
2982,51
2983,51
2984,51
2985,51
2986,51
2987,51
2988,51
2989,51
2990,51
2991,51
2992,51
2993,51
2994,51
2995,51
2996,51
2997,51
2998,51
2999,51
3000,51
3001,51
3002,51
3003,51
3004,51
3005,52
3006,52
3007,52
3008,52
3009,52
3010,52
3011,52
3012,52
3013,52
3014,52
3015,52
3016,52
3017,52
3018,52
3019,52
3020,52
3021,52
3022,52
3023,52
3024,52
3025,52
3026,52
3027,52
3028,52
3029,52
3030,52
3031,52
3032,52
3033,52
3034,52
3035,52
3036,52
3037,52
3038,52
3039,52
3040,52
3041,52
3042,52
3043,52
3044,52
3045,52
3046,52
3047,52
3048,52
3049,52
3050,52
3051,52
3052,52
3053,52
3054,52
3055,52
3056,52
3057,52
3058,52
3059,52
3060,52
3061,52
3062,52
3063,52
3064,52
3065,53
3066,53
3067,53
3068,53
3069,53
3070,53
3071,53
3072,53
3073,53
3074,53
3075,53
3076,53
3077,53
3078,53
3079,53
3080,53
3081,53
3082,53
3083,53
3084,53
3085,53
3086,53
3087,53
3088,53
3089,53
3090,53
3091,53
3092,53
3093,53
3094,53
3095,53
3096,53
3097,53
3098,53
3099,53
3100,53
3101,53
3102,53
3103,53
3104,53
3105,53
3106,53
3107,53
3108,53
3109,53
3110,53
3111,53
3112,53
3113,53
3114,53
3115,53
3116,53
3117,53
3118,53
3119,53
3120,53
3121,53
3122,53
3123,53
3124,53
3125,54
3126,54
3127,54
3128,54
3129,54
3130,54
3131,54
3132,54
3133,54
3134,54
3135,54
3136,54
3137,54
3138,54
3139,54
3140,54
3141,54
3142,54
3143,54
3144,54
3145,54
3146,54
3147,54
3148,54
3149,54
3150,54
3151,54
3152,54
3153,54
3154,54
3155,54
3156,54
3157,54
3158,54
3159,54
3160,54
3161,54
3162,54
3163,54
3164,54
3165,54
3166,54
3167,54
3168,54
3169,54
3170,54
3171,54
3172,54
3173,54
3174,54
3175,54
3176,54
3177,54
3178,54
3179,54
3180,54
3181,54
3182,54
3183,54
3184,54
3185,55
3186,55
3187,55
3188,55
3189,55
3190,55
3191,55
3192,55
3193,55
3194,55
3195,55
3196,55
3197,55
3198,55
3199,55
3200,55
3201,55
3202,55
3203,55
3204,55
3205,55
3206,55
3207,55
3208,55
3209,55
3210,55
3211,55
3212,55
3213,55
3214,55
3215,55
3216,55
3217,55
3218,55
3219,55
3220,55
3221,55
3222,55
3223,55
3224,55
3225,55
3226,55
3227,55
3228,55
3229,55
3230,55
3231,55
3232,55
3233,55
3234,55
3235,55
3236,55
3237,55
3238,55
3239,55
3240,55
3241,55
3242,55
3243,55
3244,55
3245,56
3246,56
3247,56
3248,56
3249,56
3250,56
3251,56
3252,56
3253,56
3254,56
3255,56
3256,56
3257,56
3258,56
3259,56
3260,56
3261,56
3262,56
3263,56
3264,56
3265,56
3266,56
3267,56
3268,56
3269,56
3270,56
3271,56
3272,56
3273,56
3274,56
3275,56
3276,56
3277,56
3278,56
3279,56
3280,56
3281,56
3282,56
3283,56
3284,56
3285,56
3286,56
3287,56
3288,56
3289,56
3290,56
3291,56
3292,56
3293,56
3294,56
3295,56
3296,56
3297,56
3298,56
3299,56
3300,56
3301,56
3302,56
3303,56
3304,56
3305,57
3306,57
3307,57
3308,57
3309,57
3310,57
3311,57
3312,57
3313,57
3314,57
3315,57
3316,57
3317,57
3318,57
3319,57
3320,57
3321,57
3322,57
3323,57
3324,57
3325,57
3326,57
3327,57
3328,57
3329,57
3330,57
3331,57
3332,57
3333,57
3334,57
3335,57
3336,57
3337,57
3338,57
3339,57
3340,57
3341,57
3342,57
3343,57
3344,57
3345,57
3346,57
3347,57
3348,57
3349,57
3350,57
3351,57
3352,57
3353,57
3354,58
3355,58
3356,58
3357,58
3358,58
3359,58
3360,58
3361,58
3362,58
3363,58
3364,58
3365,58
3366,58
3367,58
3368,58
3369,58
3370,58
3371,58
3372,58
3373,58
3374,58
3375,58
3376,58
3377,58
3378,58
3379,58
3380,58
3381,58
3382,58
3383,58
3384,58
3385,58
3386,58
3387,58
3388,58
3389,58
3390,58
3391,58
3392,58
3393,58
3394,58
3395,58
3396,58
3397,58
3398,58
3399,58
3400,58
3401,58
3402,58
3403,58
3404,58
3405,58
3406,58
3407,58
3408,58
3409,58
3410,58
3411,58
3412,58
3413,58
3414,59
3415,59
3416,59
3417,59
3418,59
3419,59
3420,59
3421,59
3422,59
3423,59
3424,59
3425,59
3426,59
3427,59
3428,59
3429,59
3430,59
3431,59
3432,59
3433,59
3434,59
3435,59
3436,59
3437,59
3438,59
3439,59
3440,59
3441,59
3442,59
3443,59
3444,59
3445,59
3446,59
3447,59
3448,59
3449,59
3450,59
3451,59
3452,59
3453,59
3454,59
3455,59
3456,59
3457,59
3458,59
3459,59
3460,59
3461,59
3462,59
3463,59
3464,59
3465,59
3466,59
3467,59
3468,59
3469,59
3470,59
3471,59
3472,59
3473,60
3474,60
3475,60
3476,60
3477,60
3478,60
3479,60
3480,60
3481,60
3482,60
3483,60
3484,60
3485,60
3486,60
3487,60
3488,60
3489,60
3490,60
3491,60
3492,60
3493,60
3494,60
3495,60
3496,60
3497,60
3498,60
3499,60
3500,60
3501,60
3502,60
3503,60
3504,60
3505,60
3506,60
3507,60
3508,60
3509,60
3510,60
3511,60
3512,60
3513,60
3514,60
3515,60
3516,60
3517,60
3518,60
3519,60
3520,60
3521,60
3522,60
3523,60
3524,60
3525,60
3526,60
3527,60
3528,60
3529,60
3530,60
3531,60
3532,60
3533,61
3534,61
3535,61
3536,61
3537,61
3538,61
3539,61
3540,61
3541,61
3542,61
3543,61
3544,61
3545,61
3546,61
3547,61
3548,61
3549,61
3550,61
3551,61
3552,61
3553,61
3554,61
3555,61
3556,61
3557,61
3558,61
3559,61
3560,61
3561,61
3562,61
3563,61
3564,61
3565,61
3566,61
3567,61
3568,61
3569,61
3570,61
3571,61
3572,61
3573,61
3574,61
3575,61
3576,61
3577,61
3578,61
3579,61
3580,61
3581,61
3582,61
3583,61
3584,61
3585,61
3586,61
3587,61
3588,61
3589,61
3590,61
3591,61
3592,61
3593,62
3594,62
3595,62
3596,62
3597,62
3598,62
3599,62
3600,62
3601,62
3602,62
3603,62
3604,62
3605,62
3606,62
3607,62
3608,62
3609,62
3610,62
3611,62
3612,62
3613,62
3614,62
3615,62
3616,62
3617,62
3618,62
3619,62
3620,62
3621,62
3622,62
3623,62
3624,62
3625,62
3626,62
3627,62
3628,62
3629,62
3630,62
3631,62
3632,62
3633,62
3634,62
3635,62
3636,62
3637,62
3638,62
3639,62
3640,62
3641,62
3642,62
3643,62
3644,62
3645,62
3646,62
3647,62
3648,62
3649,62
3650,62
3651,62
3652,62
3653,63
3654,63
3655,63
3656,63
3657,63
3658,63
3659,63
3660,63
3661,63
3662,63
3663,63
3664,63
3665,63
3666,63
3667,63
3668,63
3669,63
3670,63
3671,63
3672,63
3673,63
3674,63
3675,63
3676,63
3677,63
3678,63
3679,63
3680,63
3681,63
3682,63
3683,63
3684,63
3685,63
3686,63
3687,63
3688,63
3689,63
3690,63
3691,63
3692,63
3693,63
3694,63
3695,63
3696,63
3697,63
3698,63
3699,63
3700,63
3701,63
3702,63
3703,63
3704,63
3705,63
3706,63
3707,63
3708,63
3709,63
3710,63
3711,63
3712,63
3713,64
3714,64
3715,64
3716,64
3717,64
3718,64
3719,64
3720,64
3721,64
3722,64
3723,64
3724,64
3725,64
3726,64
3727,64
3728,64
3729,64
3730,64
3731,64
3732,64
3733,64
3734,64
3735,64
3736,64
3737,64
3738,64
3739,64
3740,64
3741,64
3742,64
3743,64
3744,64
3745,64
3746,64
3747,64
3748,64
3749,64
3750,64
3751,64
3752,64
3753,64
3754,64
3755,64
3756,64
3757,64
3758,64
3759,64
3760,64
3761,64
3762,64
3763,64
3764,64
3765,64
3766,64
3767,64
3768,64
3769,64
3770,64
3771,64
3772,64
3773,65
3774,65
3775,65
3776,65
3777,65
3778,65
3779,65
3780,65
3781,65
3782,65
3783,65
3784,65
3785,65
3786,65
3787,65
3788,65
3789,65
3790,65
3791,65
3792,65
3793,65
3794,65
3795,65
3796,65
3797,65
3798,65
3799,65
3800,65
3801,65
3802,65
3803,65
3804,65
3805,65
3806,65
3807,65
3808,65
3809,65
3810,65
3811,65
3812,65
3813,65
3814,65
3815,65
3816,65
3817,65
3818,65
3819,65
3820,65
3821,65
3822,65
3823,65
3824,65
3825,65
3826,65
3827,65
3828,65
3829,65
3830,65
3831,65
3832,65
3833,66
3834,66
3835,66
3836,66
3837,66
3838,66
3839,66
3840,66
3841,66
3842,66
3843,66
3844,66
3845,66
3846,66
3847,66
3848,66
3849,66
3850,66
3851,66
3852,66
3853,66
3854,66
3855,66
3856,66
3857,66
3858,66
3859,66
3860,66
3861,66
3862,66
3863,66
3864,66
3865,66
3866,66
3867,66
3868,66
3869,66
3870,66
3871,66
3872,66
3873,66
3874,66
3875,66
3876,66
3877,66
3878,66
3879,66
3880,66
3881,66
3882,66
3883,66
3884,66
3885,66
3886,66
3887,66
3888,66
3889,66
3890,66
3891,66
3892,67
3893,67
3894,67
3895,67
3896,67
3897,67
3898,67
3899,67
3900,67
3901,67
3902,67
3903,67
3904,67
3905,67
3906,67
3907,67
3908,67
3909,67
3910,67
3911,67
3912,67
3913,67
3914,67
3915,67
3916,67
3917,67
3918,67
3919,67
3920,67
3921,67
3922,67
3923,67
3924,67
3925,67
3926,67
3927,67
3928,67
3929,67
3930,67
3931,67
3932,67
3933,67
3934,67
3935,67
3936,67
3937,67
3938,67
3939,67
3940,67
3941,67
3942,67
3943,67
3944,67
3945,67
3946,67
3947,67
3948,67
3949,67
3950,67
3951,67
3952,68
3953,68
3954,68
3955,68
3956,68
3957,68
3958,68
3959,68
3960,68
3961,68
3962,68
3963,68
3964,68
3965,68
3966,68
3967,68
3968,68
3969,68
3970,68
3971,68
3972,68
3973,68
3974,68
3975,68
3976,68
3977,68
3978,68
3979,68
3980,68
3981,68
3982,68
3983,68
3984,68
3985,68
3986,68
3987,68
3988,68
3989,68
3990,68
3991,68
3992,68
3993,68
3994,68
3995,68
3996,68
3997,68
3998,68
3999,68
4000,68
4001,68
4002,68
4003,68
4004,68
4005,68
4006,68
4007,68
4008,68
4009,68
4010,68
4011,68
4012,69
4013,69
4014,69
4015,69
4016,69
4017,69
4018,69
4019,69
4020,69
4021,69
4022,69
4023,69
4024,69
4025,69
4026,69
4027,69
4028,69
4029,69
4030,69
4031,69
4032,69
4033,69
4034,69
4035,69
4036,69
4037,69
4038,69
4039,69
4040,69
4041,69
4042,69
4043,69
4044,69
4045,69
4046,69
4047,69
4048,69
4049,69
4050,69
4051,69
4052,69
4053,69
4054,69
4055,69
4056,69
4057,69
4058,69
4059,69
4060,69
4061,69
4062,69
4063,69
4064,69
4065,69
4066,69
4067,69
4068,69
4069,69
4070,69
4071,69
4072,70
4073,70
4074,70
4075,70
4076,70
4077,70
4078,70
4079,70
4080,70
4081,70
4082,70
4083,70
4084,70
4085,70
4086,70
4087,70
4088,70
4089,70
4090,70
4091,70
4092,70
4093,70
4094,70
4095,70
4096,70
4097,70
4098,70
4099,70
4100,70
4101,70
4102,70
4103,70
4104,70
4105,70
4106,70
4107,70
4108,70
4109,70
4110,70
4111,70
4112,70
4113,70
4114,70
4115,70
4116,70
4117,70
4118,70
4119,70
4120,70
4121,70
4122,70
4123,70
4124,70
4125,70
4126,70
4127,70
4128,70
4129,70
4130,70
4131,70
4132,71
4133,71
4134,71
4135,71
4136,71
4137,71
4138,71
4139,71
4140,71
4141,71
4142,71
4143,71
4144,71
4145,71
4146,71
4147,71
4148,71
4149,71
4150,71
4151,71
4152,71
4153,71
4154,71
4155,71
4156,71
4157,71
4158,71
4159,71
4160,71
4161,71
4162,71
4163,71
4164,71
4165,71
4166,71
4167,71
4168,71
4169,71
4170,71
4171,71
4172,71
4173,71
4174,71
4175,71
4176,71
4177,71
4178,71
4179,71
4180,71
4181,71
4182,71
4183,71
4184,71
4185,71
4186,71
4187,71
4188,71
4189,71
4190,71
4191,71
4192,72
4193,72
4194,72
4195,72
4196,72
4197,72
4198,72
4199,72
4200,72
4201,72
4202,72
4203,72
4204,72
4205,72
4206,72
4207,72
4208,72
4209,72
4210,72
4211,72
4212,72
4213,72
4214,72
4215,72
4216,72
4217,72
4218,72
4219,72
4220,72
4221,72
4222,72
4223,72
4224,72
4225,72
4226,72
4227,72
4228,72
4229,72
4230,72
4231,72
4232,72
4233,72
4234,72
4235,72
4236,72
4237,72
4238,72
4239,72
4240,72
4241,72
4242,72
4243,72
4244,72
4245,72
4246,72
4247,72
4248,72
4249,72
4250,72
4251,73
4252,73
4253,73
4254,73
4255,73
4256,73
4257,73
4258,73
4259,73
4260,73
4261,73
4262,73
4263,73
4264,73
4265,73
4266,73
4267,73
4268,73
4269,73
4270,73
4271,73
4272,73
4273,73
4274,73
4275,73
4276,73
4277,73
4278,73
4279,73
4280,73
4281,73
4282,73
4283,73
4284,73
4285,73
4286,73
4287,73
4288,73
4289,73
4290,73
4291,73
4292,73
4293,73
4294,73
4295,73
4296,73
4297,73
4298,73
4299,73
4300,73
4301,73
4302,74
4303,74
4304,74
4305,74
4306,74
4307,74
4308,74
4309,74
4310,74
4311,74
4312,74
4313,74
4314,74
4315,74
4316,74
4317,74
4318,74
4319,74
4320,74
4321,74
4322,74
4323,74
4324,74
4325,74
4326,74
4327,74
4328,74
4329,74
4330,74
4331,74
4332,74
4333,74
4334,74
4335,74
4336,74
4337,74
4338,74
4339,74
4340,74
4341,74
4342,74
4343,74
4344,74
4345,74
4346,74
4347,74
4348,74
4349,74
4350,74
4351,74
4352,74
4353,74
4354,74
4355,74
4356,74
4357,74
4358,74
4359,74
4360,74
4361,74
4362,75
4363,75
4364,75
4365,75
4366,75
4367,75
4368,75
4369,75
4370,75
4371,75
4372,75
4373,75
4374,75
4375,75
4376,75
4377,75
4378,75
4379,75
4380,75
4381,75
4382,75
4383,75
4384,75
4385,75
4386,75
4387,75
4388,75
4389,75
4390,75
4391,75
4392,75
4393,75
4394,75
4395,75
4396,75
4397,75
4398,75
4399,75
4400,75
4401,75
4402,75
4403,75
4404,75
4405,75
4406,75
4407,75
4408,75
4409,75
4410,75
4411,75
4412,75
4413,75
4414,75
4415,75
4416,75
4417,75
4418,75
4419,75
4420,75
4421,75
4422,76
4423,76
4424,76
4425,76
4426,76
4427,76
4428,76
4429,76
4430,76
4431,76
4432,76
4433,76
4434,76
4435,76
4436,76
4437,76
4438,76
4439,76
4440,76
4441,76
4442,76
4443,76
4444,76
4445,76
4446,76
4447,76
4448,76
4449,76
4450,76
4451,76
4452,76
4453,76
4454,76
4455,76
4456,76
4457,76
4458,76
4459,76
4460,76
4461,76
4462,76
4463,76
4464,76
4465,76
4466,76
4467,76
4468,76
4469,76
4470,76
4471,76
4472,76
4473,76
4474,76
4475,76
4476,76
4477,76
4478,76
4479,76
4480,76
4481,76
4482,77
4483,77
4484,77
4485,77
4486,77
4487,77
4488,77
4489,77
4490,77
4491,77
4492,77
4493,77
4494,77
4495,77
4496,77
4497,77
4498,77
4499,77
4500,77
4501,77
4502,77
4503,77
4504,77
4505,77
4506,77
4507,77
4508,77
4509,77
4510,77
4511,77
4512,77
4513,77
4514,77
4515,77
4516,77
4517,77
4518,77
4519,77
4520,77
4521,77
4522,77
4523,77
4524,77
4525,77
4526,77
4527,77
4528,77
4529,77
4530,77
4531,77
4532,77
4533,77
4534,77
4535,77
4536,77
4537,77
4538,77
4539,77
4540,77
4541,77
4542,78
4543,78
4544,78
4545,78
4546,78
4547,78
4548,78
4549,78
4550,78
4551,78
4552,78
4553,78
4554,78
4555,78
4556,78
4557,78
4558,78
4559,78
4560,78
4561,78
4562,78
4563,78
4564,78
4565,78
4566,78
4567,78
4568,78
4569,78
4570,78
4571,78
4572,78
4573,78
4574,78
4575,78
4576,78
4577,78
4578,78
4579,78
4580,78
4581,78
4582,78
4583,78
4584,78
4585,78
4586,78
4587,78
4588,78
4589,78
4590,78
4591,78
4592,78
4593,78
4594,78
4595,78
4596,78
4597,78
4598,78
4599,78
4600,78
4601,78
4602,79
4603,79
4604,79
4605,79
4606,79
4607,79
4608,79
4609,79
4610,79
4611,79
4612,79
4613,79
4614,79
4615,79
4616,79
4617,79
4618,79
4619,79
4620,79
4621,79
4622,79
4623,79
4624,79
4625,79
4626,79
4627,79
4628,79
4629,79
4630,79
4631,79
4632,79
4633,79
4634,79
4635,79
4636,79
4637,79
4638,79
4639,79
4640,79
4641,79
4642,79
4643,79
4644,79
4645,79
4646,79
4647,79
4648,79
4649,79
4650,79
4651,79
4652,79
4653,79
4654,79
4655,79
4656,79
4657,79
4658,79
4659,79
4660,79
4661,79
4662,80
4663,80
4664,80
4665,80
4666,80
4667,80
4668,80
4669,80
4670,80
4671,80
4672,80
4673,80
4674,80
4675,80
4676,80
4677,80
4678,80
4679,80
4680,80
4681,80
4682,80
4683,80
4684,80
4685,80
4686,80
4687,80
4688,80
4689,80
4690,80
4691,80
4692,80
4693,80
4694,80
4695,80
4696,80
4697,80
4698,80
4699,80
4700,80
4701,80
4702,80
4703,80
4704,80
4705,80
4706,80
4707,80
4708,80
4709,80
4710,80
4711,80
4712,80
4713,80
4714,80
4715,80
4716,80
4717,80
4718,80
4719,80
4720,80
4721,80
